0.00223560742601	-182861.621124	-182600.160804	34865.3540689 	14622.4511222	-51143.3979155	19496.6014963	1.
0.00236807549404	-191134.347321	-190980.33882 	36452.7775378 	15364.8945974	-52855.6893589	20486.5261298	1.
0.00250839278856	-199732.489622	-199617.87247 	38082.1369091 	16137.4255336	-54584.273616 	21516.5673782	1.
0.00265702440549	-208700.973236	-208455.741105	39752.6580296 	16940.2672142	-56324.697161 	22587.0229523	1.
0.0028144629994 	-217793.379739	-217458.722955	41460.7595187 	17773.5553656	-58072.1689776	23698.0738209	1.
0.00298123041649	-226649.870213	-226638.652246	43199.0061005 	18637.3352864	-59821.5765445	24849.7803819	1.
0.00315787942428	-236162.628758	-235962.119087	44957.2588595 	19531.3326303	-61566.7893239	26041.7768404	1.
0.00334499554383	-246260.330198	-245418.966163	46740.070439  	20455.0963276	-63301.1930522	27273.4617701	1.
0.0035431989905 	-255819.646302	-255003.143181	48535.570407  	21408.0523965	-65017.9040361	28544.0698621	1.
0.00375314672973	-265048.801997	-264605.246687	50333.0123332 	22389.4565567	-66709.6633383	29852.6087423	1.
0.00397553465461	-274502.631188	-274211.113945	52132.4242483 	23398.1700409	-68368.2307294	31197.5600546	1.
0.00421109989246	-284406.171955	-283852.45769 	53921.9578323 	24432.7264348	-69984.6896838	32576.9685797	1.
0.00446062324819	-294134.472098	-293400.549349	55694.3476714 	25491.4994729	-71550.0126571	33988.6659639	1.
0.00472493179225	-303592.713541	-302777.157395	57440.1544121 	26572.413627 	-73054.3114285	35429.8848359	1.
0.00500490160215	-313020.161483	-311964.967206	59133.3273132 	27672.9976901	-74487.1106422	36897.3302535	1.
0.00530146066623	-322465.580751	-320887.806013	60763.688367  	28790.4546105	-75837.6456419	38387.272814 	1.
0.00561559195958	-331374.437986	-329479.233366	62325.0077791 	29921.559372 	-77094.6931406	39895.4124959	1.
0.00594833670226	-339647.74812 	-337678.608038	63792.0533953 	31062.6117274	-78246.5753346	41416.8156366	1.
0.00630079781048	-347782.921796	-345359.928107	65158.0013202 	32209.4033857	-79281.2159177	42945.8711809	1.
0.00667414355234	-355469.0363  	-352487.994598	66403.3458756 	33357.1961929	-80186.2338601	44476.2615906	1.
0.00706961142018	-362636.909396	-358948.945772	67492.2988919 	34500.7155443	-80949.0804561	46000.954059 	1.
0.00748851223239	-369465.037645	-364575.000976	68407.4263171 	35634.1217981	-81557.1283025	47512.1623975	1.
0.00793223447819	-375679.398649	-369319.704981	69142.524544  	36750.9583814	-81997.7181427	49001.2778419	1.
0.00840224892   	-380858.773626	-373113.640182	69661.4242842 	37844.1850679	-82258.4087681	50458.9134239	1.
0.00890011346838	-384897.37475 	-375852.194819	69932.6557564 	38906.0832903	-82326.9446431	51874.7777205	1.
0.00942747834588	-388386.295677	-377422.453577	69938.6097288 	39928.1728648	-82191.279727 	53237.5638197	1.
0.0099860915569 	-391594.256271	-377655.512995	69644.4253733 	40901.4961496	-81840.3652615	54535.3281994	1.
0.0105778046816 	-393857.911421	-376387.656309	69028.6034934 	41816.4107841	-81263.8844136	55755.2143789	1.
0.0112045790132 	-394066.26772 	-373524.437595	68081.4656637 	42662.5141092	-80452.3068264	56883.3521456	1.
0.0118684920588 	-393625.377033	-368979.421035	66746.2769832 	43428.967301 	-79397.7000395	57905.2897347	1.
0.0125717444255 	-393067.401087	-362667.858101	65006.392293  	44104.4130838	-78093.7093241	58805.8841118	1.
0.0133166671147 	-391479.965197	-354475.531335	62861.8787048 	44677.0607757	-76535.8525962	59569.4143675	1.
0.0141057292482 	-388661.767983	-344257.237275	60276.4729122 	45134.8882977	-74721.9795938	60179.8510636	1.
0.0149415462525 	-385021.090656	-332019.473919	57238.5194293 	45465.771104 	-72652.544502 	60621.0281386	1.
0.0158268885278 	-380988.293702	-317755.497434	53749.9046396 	45657.8375524	-70331.1828581	60877.1167365	1.
0.0167646906311 	-376361.570401	-301262.838736	49815.3410467 	45699.8590102	-67765.2172208	60933.1453469	1.
0.0177580610024 	-371577.622755	-282700.072334	45463.6244121 	45581.41705  	-64965.7103967	60775.2227334	1.
0.0188102922687 	-366773.291842	-262222.730932	40726.5559922 	45293.5662346	-61948.1387362	60391.4216461	1.
0.0199248721573 	-361674.723835	-239762.999408	35628.1330377 	44829.4645556	-58732.7941359	59772.6194074	1.
0.0211054950563 	-357996.383063	-215601.399246	30241.5435242 	44184.7935824	-55344.7048896	58913.0581099	1.
0.0223560742601 	-354314.190636	-189979.86287 	24691.4213677 	43358.401513 	-51813.6777958	57811.2020173	1.
0.0236807549404 	-351730.437743	-163349.374075	19069.3334638 	42353.3205942	-48174.543988 	56471.0941256	1.
0.0250839278856 	-351520.387151	-136123.23313 	13532.6039151 	41177.0769267	-44466.2892206	54902.7692356	1.
0.0265702440549 	-351941.942716	-108589.412273	8224.03265791 	39842.5899761	-40731.6800175	53123.4533015	1.
0.028144629994  	-354314.123277	-81547.2441264	3274.62769509 	38368.3429081	-37015.8756677	51157.7905442	1.
0.0298123041649 	-359368.10107 	-55536.7196291	-1089.20599405	36778.4501868	-33364.8881881	49037.9335824	1.
0.0315787942428 	-365729.008507	-31229.1878963	-4738.28771763	35102.3327557	-29823.6855324	46803.1103409	1.
0.0334499554383 	-374582.790617	-8934.13615113	-7505.79265894	33374.4225935	-26434.4302551	44499.2301247	1.
0.035431989905  	-384659.885403	10336.8737178 	-9303.18786306	31632.4244259	-23233.7604605	42176.5659012	1.
0.0375314672973 	-395910.169048	26515.3591149 	-10081.7010456	29915.6369223	-20250.7114033	39887.5158964	1.
