# Components of the (real space) Zeldovich power spectrum.
#              k             P_Z              b1              b2            b1^2            b2^2           b1.b2
     5.33670e-02     5.50855e+02     1.10650e+03     1.03623e-01     5.51468e+02     4.13988e+00     1.77607e+00
     5.59081e-02     5.32996e+02     1.07076e+03     1.37830e-01     5.33643e+02     4.11482e+00     1.87808e+00
     5.85702e-02     5.16369e+02     1.03742e+03     1.76579e-01     5.17075e+02     4.08798e+00     1.98435e+00
     6.13591e-02     5.00195e+02     1.00494e+03     2.20425e-01     5.00991e+02     4.05929e+00     2.09498e+00
     6.42807e-02     4.83608e+02     9.71558e+02     2.69747e-01     4.84525e+02     4.02866e+00     2.20983e+00
     6.73415e-02     4.65734e+02     9.35523e+02     3.24625e-01     4.66807e+02     3.99599e+00     2.32840e+00
     7.05480e-02     4.45807e+02     8.95304e+02     3.84713e-01     4.47064e+02     3.96122e+00     2.44978e+00
     7.39072e-02     4.23365e+02     8.50010e+02     4.49150e-01     4.24819e+02     3.92428e+00     2.57256e+00
     7.74264e-02     3.98341e+02     7.99540e+02     5.16536e-01     3.99992e+02     3.88510e+00     2.69486e+00
     8.11131e-02     3.71161e+02     7.44795e+02     5.85001e-01     3.72987e+02     3.84364e+00     2.81446e+00
     8.49753e-02     3.42757e+02     6.87680e+02     6.52420e-01     3.44720e+02     3.79989e+00     2.92903e+00
     8.90215e-02     3.14471e+02     6.30925e+02     7.16749e-01     3.16516e+02     3.75385e+00     3.03649e+00
     9.32603e-02     2.87813e+02     5.77560e+02     7.76465e-01     2.89882e+02     3.70554e+00     3.13544e+00
     9.77010e-02     2.64134e+02     5.30273e+02     8.31005e-01     2.66178e+02     3.65501e+00     3.22550e+00
     1.02353e-01     2.44386e+02     4.90948e+02     8.81054e-01     2.46371e+02     3.60232e+00     3.30755e+00
     1.07227e-01     2.28860e+02     4.60101e+02     9.28576e-01     2.30780e+02     3.54753e+00     3.38368e+00
     1.12332e-01     2.17054e+02     4.36655e+02     9.76456e-01     2.18930e+02     3.49069e+00     3.45670e+00
     1.17681e-01     2.07727e+02     4.18067e+02     1.02772e+00     2.09607e+02     3.43185e+00     3.52934e+00
     1.23285e-01     1.99110e+02     4.00751e+02     1.08441e+00     2.01059e+02     3.37100e+00     3.60317e+00
     1.29155e-01     1.89373e+02     3.81050e+02     1.14651e+00     1.91449e+02     3.30815e+00     3.67761e+00
     1.35305e-01     1.77278e+02     3.56555e+02     1.21132e+00     1.79507e+02     3.24332e+00     3.74948e+00
     1.41747e-01     1.62783e+02     3.27284e+02     1.27392e+00     1.65144e+02     3.17656e+00     3.81365e+00
     1.48497e-01     1.47142e+02     2.95851e+02     1.32888e+00     1.49568e+02     3.10798e+00     3.86480e+00
     1.55568e-01     1.32366e+02     2.66317e+02     1.37268e+00     1.34779e+02     3.03778e+00     3.89982e+00
     1.62975e-01     1.20224e+02     2.42183e+02     1.40565e+00     1.22563e+02     2.96617e+00     3.91956e+00
     1.70735e-01     1.11386e+02     2.24682e+02     1.43210e+00     1.13641e+02     2.89338e+00     3.92878e+00
     1.78865e-01     1.05107e+02     2.12207e+02     1.45818e+00     1.07317e+02     2.81956e+00     3.93382e+00
     1.87382e-01     9.96062e+01     2.01136e+02     1.48811e+00     1.01839e+02     2.74479e+00     3.93882e+00
     1.96304e-01     9.31008e+01     1.87939e+02     1.52106e+00     9.54023e+01     2.66911e+00     3.94283e+00
     2.05651e-01     8.50337e+01     1.71624e+02     1.55126e+00     8.73930e+01     2.59263e+00     3.94005e+00
     2.15443e-01     7.64458e+01     1.54390e+02     1.57217e+00     7.88021e+01     2.51552e+00     3.92413e+00
     2.25702e-01     6.90106e+01     1.39585e+02     1.58188e+00     7.13034e+01     2.43807e+00     3.89355e+00
     2.36449e-01     6.35413e+01     1.28729e+02     1.58482e+00     6.57591e+01     2.36053e+00     3.85309e+00
     2.47708e-01     5.93727e+01     1.20387e+02     1.58739e+00     6.15529e+01     2.28303e+00     3.80951e+00
     2.59502e-01     5.51389e+01     1.11815e+02     1.59155e+00     5.73227e+01     2.20564e+00     3.76503e+00
     2.71859e-01     5.02212e+01     1.01875e+02     1.59301e+00     5.24045e+01     2.12847e+00     3.71559e+00
     2.84804e-01     4.53008e+01     9.20130e+01     1.58687e+00     4.74420e+01     2.05173e+00     3.65644e+00
     2.98365e-01     4.12849e+01     8.40049e+01     1.57386e+00     4.33594e+01     1.97564e+00     3.58847e+00
     3.12572e-01     3.81062e+01     7.76304e+01     1.55875e+00     4.01298e+01     1.90037e+00     3.51677e+00
     3.27455e-01     3.50176e+01     7.13830e+01     1.54335e+00     3.70121e+01     1.82595e+00     3.44358e+00
     3.43047e-01     3.17765e+01     6.48457e+01     1.52471e+00     3.37329e+01     1.75253e+00     3.36624e+00
     3.59381e-01     2.88371e+01     5.89517e+01     1.50107e+00     3.07348e+01     1.68028e+00     3.28308e+00
     3.76494e-01     2.63923e+01     5.40374e+01     1.47476e+00     2.82331e+01     1.60933e+00     3.19658e+00
     3.94421e-01     2.41175e+01     4.94369e+01     1.44741e+00     2.59121e+01     1.53974e+00     3.10876e+00
     4.13201e-01     2.18916e+01     4.49439e+01     1.41769e+00     2.36348e+01     1.47161e+00     3.01856e+00
     4.32876e-01     1.99082e+01     4.09487e+01     1.38527e+00     2.15930e+01     1.40506e+00     2.92573e+00
     4.53488e-01     1.81487e+01     3.73904e+01     1.35153e+00     1.97790e+01     1.34015e+00     2.83183e+00
     4.75081e-01     1.64888e+01     3.40291e+01     1.31653e+00     1.80654e+01     1.27695e+00     2.73722e+00
     4.97702e-01     1.49756e+01     3.09682e+01     1.27997e+00     1.64952e+01     1.21552e+00     2.64170e+00
     5.21401e-01     1.36151e+01     2.82095e+01     1.24250e+00     1.50793e+01     1.15592e+00     2.54605e+00
     5.46228e-01     1.23580e+01     2.56573e+01     1.20427e+00     1.37671e+01     1.09817e+00     2.45062e+00
     5.72237e-01     1.12168e+01     2.33390e+01     1.16533e+00     1.25705e+01     1.04231e+00     2.35553e+00
     5.99484e-01     1.01787e+01     2.12260e+01     1.12601e+00     1.14783e+01     9.88366e-01     2.26126e+00
     6.28029e-01     9.23068e+00     1.92942e+01     1.08643e+00     1.04765e+01     9.36349e-01     2.16800e+00
     6.57933e-01     8.36976e+00     1.75373e+01     1.04675e+00     9.56265e+00     8.86264e-01     2.07602e+00
     6.89261e-01     7.58697e+00     1.59373e+01     1.00717e+00     8.72798e+00     8.38111e-01     1.98559e+00
     7.22081e-01     6.87509e+00     1.44797e+01     9.67838e-01     7.96530e+00     7.91881e-01     1.89691e+00
     7.56463e-01     6.22827e+00     1.31530e+01     9.28859e-01     7.26884e+00     7.47560e-01     1.81014e+00
     7.92483e-01     5.64089e+00     1.19460e+01     8.90357e-01     6.63308e+00     7.05124e-01     1.72543e+00
     8.30218e-01     5.10770e+00     1.08484e+01     8.52443e-01     6.05282e+00     6.64547e-01     1.64294e+00
     8.69749e-01     4.62389e+00     9.85037e+00     8.15208e-01     5.52333e+00     6.25800e-01     1.56277e+00
     9.11163e-01     4.18511e+00     8.94331e+00     7.78734e-01     5.04028e+00     5.88845e-01     1.48501e+00
     9.54548e-01     3.78730e+00     8.11912e+00     7.43099e-01     4.59967e+00     5.53645e-01     1.40974e+00
     1.00000e+00     3.42673e+00     7.37040e+00     7.08363e-01     4.19779e+00     5.20154e-01     1.33701e+00
